ID,Дата записи,Время записи,Услуга,Учреждение,Регион,Статус,Возраст ученика,Пол ученика,Канал записи,Дата визита,Явился,Причина отмены,Тип учреждения
605,2024-10-08,11:34,Запись в продлёнку,Школа-лицей №6,Карагандинская,Обслужен,11,Ж,Через школу,2024-10-08,Да,,Гимназия
606,2024-10-06,20:24,Запись в продлёнку,Школа-лицей №6,Алматинская,Записан,14,М,Через школу,,Да,,Школа-лицей
607,2025-05-18,00:14,Запись в продлёнку,Школа-лицей №8,Туркестанская,Записан,6,Ж,Веб,,Нет,,Школа-лицей
608,2024-07-16,01:04,Зачисление в 1 класс,Школа-лицей №5,г. Алматы,Записан,11,М,КИОСК,,Нет,,Школа
609,2024-09-17,12:58,Зачисление в 1 класс,Школа-лицей №8,Карагандинская,Записан,10,Ж,Мобильное приложение,,Нет,,Школа-лицей
610,2025-04-20,13:39,Запрос справки,Школа-лицей №2,Алматинская,Отменено,9,М,КИОСК,,Да,Системная ошибка,Школа-лицей
611,2025-02-16,07:11,Зачисление в 1 класс,Школа-лицей №10,Актюбинская,Отменено,17,Ж,Веб,,Нет,Не явился,Школа-лицей
612,2025-03-02,04:25,Запись в продлёнку,Школа-лицей №7,г. Астана,Обслужен,9,М,Через школу,2025-03-02,Да,,Школа
613,2025-06-16,19:45,Запрос справки,Школа-лицей №9,г. Астана,Отменено,15,М,КИОСК,,Нет,Системная ошибка,Школа
614,2024-12-01,18:43,Запись в продлёнку,Школа-лицей №8,Алматинская,Обслужен,7,М,Через школу,2024-12-01,Да,,Школа-лицей
615,2025-01-16,16:03,Запись в продлёнку,Школа-лицей №3,г. Алматы,Отменено,13,М,Через школу,,Да,По желанию,Школа-лицей
616,2025-02-25,03:38,Запись в продлёнку,Школа-лицей №3,г. Алматы,Отменено,9,Ж,Через школу,,Нет,,Гимназия
617,2025-06-06,07:56,Перевод из другой школы,Школа-лицей №4,г. Астана,Записан,12,Ж,Веб,,Нет,,Гимназия
618,2025-05-06,07:15,Запись в продлёнку,Школа-лицей №7,Карагандинская,Отменено,11,Ж,Веб,,Да,Системная ошибка,Школа-лицей
619,2024-07-16,07:28,Запись в продлёнку,Школа-лицей №10,г. Алматы,Отменено,9,М,КИОСК,,Нет,По желанию,Школа
620,2024-08-22,21:21,Зачисление в 1 класс,Школа-лицей №4,Алматинская,Обслужен,10,М,КИОСК,2024-08-22,Да,,Гимназия
621,2024-10-16,21:35,Зачисление в 1 класс,Школа-лицей №5,Туркестанская,Отменено,11,М,Мобильное приложение,,Нет,,Гимназия
622,2025-04-05,17:13,Запрос справки,Школа-лицей №9,Туркестанская,Обслужен,8,М,Через школу,2025-04-05,Да,,Гимназия
623,2025-06-11,10:55,Зачисление в 1 класс,Школа-лицей №5,г. Алматы,Записан,9,Ж,Веб,,Да,,Гимназия
624,2024-12-06,19:50,Зачисление в 1 класс,Школа-лицей №2,Туркестанская,Обслужен,16,Ж,Веб,2024-12-06,Да,,Школа
625,2024-12-18,04:25,Запрос справки,Школа-лицей №7,г. Алматы,Обслужен,14,М,КИОСК,2024-12-18,Да,,Школа-лицей
626,2024-10-15,23:24,Зачисление в 1 класс,Школа-лицей №3,г. Алматы,Обслужен,13,М,Веб,2024-10-15,Да,,Школа
627,2024-11-22,17:10,Запрос справки,Школа-лицей №6,Туркестанская,Отменено,8,М,КИОСК,,Да,Не явился,Гимназия
628,2024-12-30,07:33,Запрос справки,Школа-лицей №4,Алматинская,Записан,6,Ж,Через школу,,Нет,,Гимназия
629,2024-12-27,13:20,Запрос справки,Школа-лицей №4,г. Алматы,Отменено,12,М,Веб,,Да,,Гимназия
630,2024-07-20,06:45,Перевод из другой школы,Школа-лицей №7,г. Алматы,Обслужен,12,Ж,КИОСК,2024-07-20,Да,,Школа-лицей
631,2024-07-04,03:08,Перевод из другой школы,Школа-лицей №4,Актюбинская,Записан,14,М,Мобильное приложение,,Да,,Гимназия
632,2025-03-31,08:18,Перевод из другой школы,Школа-лицей №7,г. Алматы,Обслужен,15,М,КИОСК,2025-03-31,Да,,Школа
633,2025-02-08,22:16,Зачисление в 1 класс,Школа-лицей №3,Карагандинская,Обслужен,8,М,КИОСК,2025-02-08,Да,,Школа-лицей
634,2024-06-29,22:36,Запись в продлёнку,Школа-лицей №5,Туркестанская,Обслужен,16,Ж,Мобильное приложение,2024-06-29,Да,,Школа
635,2024-09-15,18:38,Зачисление в 1 класс,Школа-лицей №3,г. Алматы,Записан,15,Ж,Мобильное приложение,,Нет,,Школа
636,2025-05-09,15:37,Зачисление в 1 класс,Школа-лицей №6,г. Астана,Обслужен,13,М,Через школу,2025-05-09,Да,,Гимназия
637,2025-02-02,15:08,Запрос справки,Школа-лицей №3,Туркестанская,Отменено,8,М,Мобильное приложение,,Нет,По желанию,Школа-лицей
638,2025-04-12,15:35,Зачисление в 1 класс,Школа-лицей №5,Туркестанская,Записан,16,М,Мобильное приложение,,Нет,,Школа
639,2025-05-04,17:35,Запись в продлёнку,Школа-лицей №10,Туркестанская,Обслужен,13,М,Через школу,2025-05-04,Да,,Школа-лицей
640,2025-01-28,23:07,Зачисление в 1 класс,Школа-лицей №10,Актюбинская,Обслужен,17,Ж,Через школу,2025-01-28,Да,,Гимназия
641,2025-04-11,03:55,Зачисление в 1 класс,Школа-лицей №9,г. Астана,Отменено,6,М,Через школу,,Нет,,Школа-лицей
642,2024-08-26,08:40,Зачисление в 1 класс,Школа-лицей №4,Карагандинская,Отменено,10,Ж,Через школу,,Нет,Отменено учреждением,Школа-лицей
643,2025-01-06,08:33,Зачисление в 1 класс,Школа-лицей №9,г. Алматы,Отменено,16,Ж,Веб,,Нет,Системная ошибка,Гимназия
644,2024-12-07,14:51,Перевод из другой школы,Школа-лицей №7,Туркестанская,Отменено,6,М,Через школу,,Нет,Отменено учреждением,Школа
645,2024-08-28,10:43,Запрос справки,Школа-лицей №6,Актюбинская,Обслужен,17,М,Веб,2024-08-28,Да,,Школа
646,2024-12-05,15:49,Зачисление в 1 класс,Школа-лицей №8,Актюбинская,Отменено,14,Ж,Мобильное приложение,,Да,,Школа-лицей
647,2025-05-01,21:51,Зачисление в 1 класс,Школа-лицей №3,Карагандинская,Обслужен,16,М,Мобильное приложение,2025-05-01,Да,,Школа
648,2024-07-24,04:07,Перевод из другой школы,Школа-лицей №1,Туркестанская,Отменено,17,Ж,КИОСК,,Нет,По желанию,Школа
649,2024-11-01,13:07,Перевод из другой школы,Школа-лицей №1,Алматинская,Обслужен,6,Ж,Через школу,2024-11-01,Да,,Школа-лицей
650,2024-10-26,22:42,Зачисление в 1 класс,Школа-лицей №10,Туркестанская,Записан,15,Ж,Через школу,,Да,,Школа-лицей
651,2025-03-06,20:15,Зачисление в 1 класс,Школа-лицей №10,Алматинская,Записан,14,Ж,Мобильное приложение,,Нет,,Школа
652,2025-05-18,07:45,Перевод из другой школы,Школа-лицей №1,Актюбинская,Отменено,8,М,КИОСК,,Да,По желанию,Школа
