ID,Дата обращения,Категория,Подкатегория,Регион,Возраст заявителя,Пол,Статус,Дата ответа,Кол-во детей,Возраст старшего ребенка,Ответственный орган,Тип заявителя,Способ подачи,Язык обращения,Повторное обращение,Канал получения ответа,Категория срочности,Вид обращения,Тематика
1059,2023-08-12,Образование,ВУЗы,Акмолинская,43,М,На рассмотрении,2023-09-11,1,10.0,МОН РК,Физическое лицо,Лично,Русский,Да,Портал,Высокая,Вопрос,Земельный вопрос
1060,2024-07-16,Образование,ВУЗы,Жамбылская,84,Ж,Отклонено,2024-07-20,1,16.0,ЦОН,Юридическое лицо,Лично,Русский,Да,Бумажное письмо,Средняя,Благодарность,Электроснабжение
1061,2024-11-03,ЖКХ,Электричество,Западно-Казахстанская,71,М,Рассмотрено,2024-11-29,3,5.0,Министерство здравоохранения,Юридическое лицо,Лично,Казахский,Нет,Портал,Низкая,Предложение,Земельный вопрос
1062,2024-03-11,Жилищный вопрос,Аренда,г. Астана,45,М,Отклонено,2024-04-17,1,9.0,ЦОН,Физическое лицо,Мобильное приложение,Русский,Нет,Портал,Средняя,Предложение,Социальные пособия
1063,2023-06-29,Образование,Школы,г. Астана,57,М,Рассмотрено,2023-07-08,1,21.0,Министерство труда,Физическое лицо,Лично,Казахский,Да,Портал,Средняя,Предложение,Социальные пособия
1064,2025-04-09,ЖКХ,Водоснабжение,Актюбинская,59,Ж,В работе,2025-04-12,1,12.0,МОН РК,Юридическое лицо,Лично,Казахский,Да,Телефон,Высокая,Предложение,Медицина
1065,2024-05-11,Жилищный вопрос,Ипотека,Актюбинская,39,Ж,В работе,2024-05-28,0,,МОН РК,Юридическое лицо,Веб-сайт,Казахский,Нет,Email,Низкая,Предложение,Медицина
1066,2025-03-19,Здравоохранение,Доступ к поликлинике,Мангистауская,44,Ж,В работе,2025-04-20,2,1.0,Министерство труда,Юридическое лицо,Почта,Казахский,Нет,Email,Низкая,Предложение,Электроснабжение
1067,2024-07-04,Образование,Школы,Алматинская,29,Ж,В работе,2024-07-21,1,8.0,МОН РК,Физическое лицо,Почта,Казахский,Да,Телефон,Средняя,Жалоба,Образование
1068,2023-09-09,Жилищный вопрос,Ипотека,Западно-Казахстанская,27,М,В работе,2023-10-01,0,,ЦОН,Юридическое лицо,Мобильное приложение,Казахский,Да,Портал,Средняя,Предложение,Электроснабжение
1069,2024-05-21,Жилищный вопрос,Аренда,г. Алматы,65,М,На рассмотрении,2024-05-23,0,,МОН РК,Физическое лицо,Мобильное приложение,Казахский,Нет,Email,Высокая,Предложение,Земельный вопрос
1070,2024-03-27,Здравоохранение,Доступ к поликлинике,Акмолинская,77,Ж,Отклонено,2024-05-05,3,1.0,Министерство труда,Юридическое лицо,Веб-сайт,Русский,Да,Телефон,Средняя,Жалоба,Земельный вопрос
1071,2024-10-25,Социальная защита,Многодетные семьи,г. Астана,48,М,Рассмотрено,2024-11-14,3,19.0,Акимат города,Юридическое лицо,Почта,Русский,Нет,Телефон,Высокая,Жалоба,Электроснабжение
1072,2025-05-12,Социальная защита,Пособия,Западно-Казахстанская,41,Ж,Рассмотрено,2025-06-13,1,4.0,МОН РК,Физическое лицо,Почта,Русский,Нет,Email,Средняя,Вопрос,Медицина
1073,2025-03-24,Образование,ВУЗы,Туркестанская,35,Ж,В работе,2025-04-04,0,,Министерство труда,Юридическое лицо,Мобильное приложение,Казахский,Нет,Портал,Низкая,Благодарность,Медицина
1074,2024-06-11,Социальная защита,Пенсии,Западно-Казахстанская,51,М,Рассмотрено,2024-07-20,2,3.0,Акимат города,Физическое лицо,Почта,Русский,Да,Email,Средняя,Вопрос,Образование
1075,2024-12-20,ЖКХ,Водоснабжение,Алматинская,62,Ж,На рассмотрении,2025-01-13,1,15.0,Министерство труда,Юридическое лицо,Мобильное приложение,Казахский,Да,Телефон,Низкая,Благодарность,Медицина
